timestamp,username,src_ip,dst_ip,url,url_category,action,threat_name,threat_category,bytes_in,bytes_out,user_agent,referer
2026-05-30T13:23:00Z,jsmith,10.0.4.21,52.84.12.156,https://example-Education.com/page46,Technology,allowed,,,1080,1601,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:23:30Z,lchen,10.0.4.24,52.84.12.211,https://example-Search Engines.com/page47,Business,allowed,,,1679,2041,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:24:00Z,akhan,10.0.4.22,52.84.12.197,https://example-Technology.com/page48,Search Engines,allowed,,,2243,3982,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:24:30Z,tperez,10.0.4.25,52.84.12.200,https://example-Business.com/page49,Search Engines,allowed,,,1458,2134,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:25:00Z,akhan,10.0.4.24,52.84.12.246,https://example-Business.com/page50,Search Engines,allowed,,,549,4766,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:25:30Z,lchen,10.0.4.25,52.84.12.182,https://example-Search Engines.com/page51,Education,allowed,,,1580,986,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:26:00Z,lchen,10.0.4.23,52.84.12.163,https://example-Search Engines.com/page52,Education,allowed,,,2128,3665,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:26:30Z,akhan,10.0.4.22,52.84.12.119,https://example-News.com/page53,News,allowed,,,1918,4113,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:27:00Z,tperez,10.0.4.25,52.84.12.247,https://example-Business.com/page54,News,allowed,,,632,973,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:27:30Z,jsmith,10.0.4.25,52.84.12.118,https://example-News.com/page55,Search Engines,allowed,,,2140,2673,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:28:00Z,rmiller,10.0.4.21,52.84.12.44,https://example-Search Engines.com/page56,Business,allowed,,,2015,1354,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:28:30Z,tperez,10.0.4.22,52.84.12.33,https://example-News.com/page57,Search Engines,allowed,,,550,3172,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:29:00Z,lchen,10.0.4.25,52.84.12.235,https://example-News.com/page58,Education,allowed,,,2065,2699,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:29:30Z,jsmith,10.0.4.24,52.84.12.152,https://example-Technology.com/page59,News,allowed,,,2322,3419,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:30:00Z,akhan,10.0.4.23,52.84.12.158,https://example-Business.com/page60,Education,allowed,,,2097,1698,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:30:30Z,tperez,10.0.4.23,52.84.12.239,https://example-News.com/page61,Technology,allowed,,,2228,3724,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:31:00Z,lchen,10.0.4.23,52.84.12.139,https://example-Search Engines.com/page62,Technology,allowed,,,1159,1040,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:31:30Z,tperez,10.0.4.24,52.84.12.10,https://example-Technology.com/page63,Technology,allowed,,,1175,2576,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:32:00Z,rmiller,10.0.4.21,52.84.12.210,https://example-Business.com/page64,News,allowed,,,1785,2393,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:32:30Z,rmiller,10.0.4.25,52.84.12.67,https://example-Business.com/page65,Search Engines,allowed,,,1173,1866,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:33:00Z,tperez,10.0.4.25,52.84.12.105,https://example-Business.com/page66,Education,allowed,,,1775,1525,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:33:30Z,lchen,10.0.4.23,52.84.12.46,https://example-Business.com/page67,Search Engines,allowed,,,1116,2484,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:34:00Z,tperez,10.0.4.23,52.84.12.193,https://example-Search Engines.com/page68,News,allowed,,,2413,4094,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:34:30Z,rmiller,10.0.4.21,52.84.12.185,https://example-Search Engines.com/page69,News,allowed,,,838,4264,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:35:00Z,jsmith,10.0.4.25,52.84.12.175,https://example-News.com/page70,Technology,allowed,,,660,2834,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:35:30Z,akhan,10.0.4.22,52.84.12.125,https://example-Business.com/page71,Technology,allowed,,,924,1970,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:36:00Z,akhan,10.0.4.23,52.84.12.75,https://example-News.com/page72,Education,allowed,,,1580,2658,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:36:30Z,lchen,10.0.4.22,52.84.12.22,https://example-Search Engines.com/page73,Technology,allowed,,,2453,1524,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:37:00Z,lchen,10.0.4.22,52.84.12.220,https://example-Search Engines.com/page74,News,allowed,,,574,2716,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:37:30Z,tperez,10.0.4.21,52.84.12.253,https://example-Search Engines.com/page75,Search Engines,allowed,,,1168,1296,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:38:00Z,akhan,10.0.4.21,52.84.12.206,https://example-Technology.com/page76,Search Engines,allowed,,,1025,4568,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:38:30Z,lchen,10.0.4.22,52.84.12.134,https://example-News.com/page77,News,allowed,,,1118,2906,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:39:00Z,akhan,10.0.4.22,52.84.12.166,https://example-Business.com/page78,Business,allowed,,,1397,1585,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:39:30Z,jsmith,10.0.4.23,52.84.12.102,https://example-Business.com/page79,Education,allowed,,,2213,3671,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:40:00Z,rmiller,10.0.4.25,52.84.12.30,https://example-Technology.com/page80,Education,allowed,,,1537,4239,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:40:30Z,rmiller,10.0.4.22,52.84.12.28,https://example-Education.com/page81,News,allowed,,,1634,3863,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:41:00Z,jsmith,10.0.4.23,52.84.12.231,https://example-Education.com/page82,Education,allowed,,,2040,3820,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:41:30Z,lchen,10.0.4.22,52.84.12.75,https://example-News.com/page83,Business,allowed,,,1773,1966,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:42:00Z,rmiller,10.0.4.23,52.84.12.125,https://example-Business.com/page84,News,allowed,,,2492,2836,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:42:30Z,jsmith,10.0.4.21,52.84.12.162,https://example-Education.com/page85,News,allowed,,,1598,3599,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:43:00Z,jsmith,10.0.4.21,52.84.12.206,https://example-News.com/page86,Technology,allowed,,,1342,4327,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:43:30Z,akhan,10.0.4.25,52.84.12.240,https://example-Technology.com/page87,Business,allowed,,,778,4369,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:44:00Z,jsmith,10.0.4.22,52.84.12.26,https://example-Education.com/page88,Education,allowed,,,1098,1987,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:44:30Z,akhan,10.0.4.21,52.84.12.51,https://example-Technology.com/page89,Education,allowed,,,2337,3472,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:45:00Z,jsmith,10.0.4.25,52.84.12.27,https://example-Education.com/page90,News,allowed,,,1991,3046,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:45:30Z,rmiller,10.0.4.22,52.84.12.124,https://example-News.com/page91,Technology,allowed,,,2321,2605,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:46:00Z,lchen,10.0.4.22,52.84.12.79,https://example-Education.com/page92,Business,allowed,,,1825,4052,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:46:30Z,jsmith,10.0.4.21,52.84.12.134,https://example-Education.com/page93,Search Engines,allowed,,,766,886,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:47:00Z,tperez,10.0.4.23,52.84.12.46,https://example-Business.com/page94,News,allowed,,,2335,1926,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:47:30Z,akhan,10.0.4.22,52.84.12.70,https://example-News.com/page95,News,allowed,,,2473,3322,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:48:00Z,rmiller,10.0.4.25,52.84.12.120,https://example-News.com/page96,News,allowed,,,1156,4361,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:48:30Z,akhan,10.0.4.23,52.84.12.237,https://example-Search Engines.com/page97,Education,allowed,,,662,3917,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:49:00Z,jsmith,10.0.4.22,52.84.12.21,https://example-Education.com/page98,News,allowed,,,1064,2958,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:49:30Z,rmiller,10.0.4.24,52.84.12.40,https://example-Technology.com/page99,Business,allowed,,,2079,3415,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:50:00Z,rmiller,10.0.4.22,52.84.12.143,https://example-Education.com/page100,Technology,allowed,,,602,1728,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:50:30Z,tperez,10.0.4.25,52.84.12.151,https://example-Search Engines.com/page101,Education,allowed,,,2238,2097,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:51:00Z,tperez,10.0.4.22,52.84.12.114,https://example-News.com/page102,Education,allowed,,,1267,951,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:51:30Z,jsmith,10.0.4.25,52.84.12.149,https://example-Search Engines.com/page103,Technology,allowed,,,1495,2849,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:52:00Z,akhan,10.0.4.21,52.84.12.253,https://example-Technology.com/page104,News,allowed,,,1968,1912,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:52:30Z,rmiller,10.0.4.24,52.84.12.168,https://example-Education.com/page105,Technology,allowed,,,721,4052,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:53:00Z,jsmith,10.0.4.21,52.84.12.89,https://example-News.com/page106,Business,allowed,,,2030,2566,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:53:30Z,akhan,10.0.4.25,52.84.12.165,https://example-Search Engines.com/page107,Business,allowed,,,1554,2322,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:54:00Z,rmiller,10.0.4.23,52.84.12.90,https://example-Business.com/page108,Technology,allowed,,,1621,1857,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
